,Season,Episode,Character,Dialouge
50,8,10,Dwight, I just wanna say this is not my fault OK The weak always bully the strong Contrary to what you see in the media I am always acting in selfdefense Occasionally preemptive selfdefense 
51,8,10,Jim, Ow What are you doing 
52,8,10,Andy, Hey Hey Respect the hat
53,8,10,Jim, Pam never seemed to have a problem with us
54,8,10,Andy, Alright Im gonna speak in a language you both understandMonay
55,8,10,Jim, What was that
56,8,10,Dwight, What is it
57,8,10,Andy, MoneyYou both have sizable Christmas bonuses coming your way If I catch either of you messing with the other I will give both bonuses to the other person
58,8,10,Jim, Cant do that
59,8,10,Dwight, No absolutely not
60,8,10,Andy, You need consequences OK I want you both walking on eggshells
61,8,10,Jessica, Hi Im Jessica Im looking for Andy
62,8,10,Erin, Jessica Yes We dont say hi we hug  Im Erin
63,8,10,Jessica, Oh  Oof
64,8,10,Erin, Sorry hi I hope you feel really welcome we all want you here
65,8,10,Jessica, Oh
66,8,10,Andy, My ex is meeting my sxwhich is always scary you know And not just because you think they might talk about your pen1sthats just part of it
67,8,10,Andy, Hey Jess Erin I hope youre not talking about my pen1s  Hi
68,8,10,Jessica, Hi
69,8,10,Andy, Hey everyone I want you to meet Jessica she is an assistant cross country coach at Bryn Mawr
70,8,10,Erin, Wow
71,8,10,Andy, Erin by the way amazing receptionist
72,8,10,Jessica, Oh thats great Backbone of the office
73,8,10,Erin, Which is funny actually because my spine is a mess
74,8,10,Andy, What
75,8,10,Jessica, Oh
76,8,10,Erin, Scoliosis Had to wear a back brace for three years but I never did 
77,8,10,Andy, Oh no
78,8,10,Jessica, Ah
79,8,10,Andy, Ut oh its kicking in Spontaneous scoliosis
80,8,10,Jessica, Spontaneous scoliosis 
81,8,10,Erin, Oh
82,8,10,Darryl, This thing could take your arm off your head off you know just exercise caution
83,8,10,Val, Thank you
84,8,10,Darryl, Alright
85,8,10,Val, Alright
86,8,10,Darryl, Oh yeah and um theres a Christmas party upstairs tonight wanted to tell you about
87,8,10,Val, Isnt that just for popsicles
88,8,10,Darryl, Popsicles
89,8,10,Val, Yeah upstairs people Cause you got a stick up your butt
90,8,10,Nate, Ah See I I I thought it was because theyre so rich they could all eat popsicles all the time  I in my I
91,8,10,Darryl, Well you should definitely come The foreman always comes Plus its fun you know cookies smoked fish alcohol people acting stupid
92,8,10,Nate, You had me at clookies I cant wait to find out what they are
93,8,10,Val, What should I wear
94,8,10,Darryl, Oh its nice its real nice People get dressed up
95,8,10,Nate, I will look so handsome for you Darryl
96,8,10,Jim, Ah Im gonna s 
97,8,10,Jim, Dwight really wants my bonus Hes trying to entrap me Oh god now I cant drink at this thingI get really pranky when I drink
98,8,10,Robert, Erin what can I get for you
99,8,10,Erin, Uh do you have cola Kirkland if you have it
100,8,10,Robert, Now why would you come to a bar and ask for a cola when you can get some from the kitchen Did some small part of you want something a little stronger Ryan Kevin Phyllis Oscar come and take these shots
101,8,10,Ryan, Yes
102,8,10,Oscar, Yes
103,8,10,Ryan, Will do
104,8,10,Robert, The fifth one is for you Erin You could take it or leave it To take it would be to accept that youre at a party and youre an adult woman with an adventurous spirit To leave it would be fine too
105,8,10,Phyllis, One two three 
106,8,10,Kevin, Yes
107,8,10,Erin, OK 
108,8,10,Robert, Mmm Wow
109,8,10,Erin, Whoo Jiminy Christmas
110,8,10,Robert, Jiminey Christmas indeed
111,8,10,Erin, Hit er up
112,8,10,Robert, Oh
113,8,10,Kevin, Oh yes
114,8,10,Ryan, Whoo
115,8,10,Erin, Yeah 
116,8,10,Oscar, Wow
117,8,10,Jim,  Uh yeah I just got my replacement credit cardyou want the number Oh its uh four seven nine three zero zero three two three three one three The security code is nine two seven OK great Thank you very much Bye
118,8,10,Jim, So Dwight did take the bait He used my credit card numbers to send a two hundred dollar bouquet of flowers to my wifefrom me
119,8,10,Dwight,  Boom
120,8,10,Ryan, But look its Christmas so youre allowed whoa hello Um youre allowed to do
121,8,10,Kevin, Good cookie
122,8,10,Darryl, I meant dressed up compared to normal You usually dress like a ghostbuster
123,8,10,Val, OK
124,8,10,Darryl, I thought youd wear a sweater
125,8,10,Val, Since when does a sweater mean dressed up Am I your grandson
126,8,10,Darryl, Come on stay alright Its good for people to get to know you
127,8,10,Val, As a contestant on Dancing with the Stars maybe
128,8,10,Erin,  I want my sugar free cookie and then I want a sugar cookie  and then I want my nap
129,8,10,Stanley, Thats right 
130,8,10,Erin, Whoo  Thank you
131,8,10,Robert, She she is remarkable
132,8,10,Andy, Edgy impressions
133,8,10,Erin, Thank you
134,8,10,Andy, How many drinks have you had tonight I cant be driving everybody home
135,8,10,Erin, A thousand
136,8,10,Andy, Whoa Maybe you should take a break
137,8,10,Erin,  Maybe you should mind your own business  Just kidding
138,8,10,Dwight, Ah Ive been attacked Oh my god Oh Someone put a porcupine in my drawer
139,8,10,Toby, Oh my god
140,8,10,Dwight, Yeah I was just sitting here at my desk and I I reached into my drawer to grab my toothbrush and some tooth powder and and all of a sudden I was attacked by this blood thirsty rabid creature
141,8,10,Jim, I wonder in this office who has access to a porcupine
142,8,10,Dwight, Or who in this office knows that I have access and is trying to set me up
143,8,10,Jim, Hmm
144,8,10,Toby, You know this sounds a lot like the premise of my latest Chad Flendermen novel A mrder for framing
145,8,10,Toby, Chad Flendermen Just an easy going black guy he knows the streets yet he also went to Oxford So Just as comfortable on a motorcycle as he is on Air Force One Oh and hes also the worlds leading Egyptologist
146,8,10,Angela, Toby Nobody cares about your sexcrazed black detective
147,8,10,Toby, No no no no no Women chase him He misses his wife
148,8,10,Dwight, Hello Lacerated hand here folks
149,8,10,Jim, Nice try this is ridiculous
150,8,10,Dwight, Oh is it really Two separate times you have set me up to believe I was being recruited by the CIA
151,8,10,Jim, Three times
152,8,10,Dwight, You see
153,8,10,Andy, Jim this has your fingerprints all over it
154,8,10,Jim, Andy youve gotta be kidding me
155,8,10,Toby, Fingerprints can be planted You know with a severed hand
156,8,10,Kelly, Do you think thats what happened Do you think he used a severed hand
157,8,10,Jim, OK you know what Why dont we just call animal control
158,8,10,Dwight, Might wanna run that by Angela cause its so cute
159,8,10,Angela, No Porcupines dont have souls Theyre like dogs
160,8,10,Jim,  Yes Im calling from Dunder Mifflin We have a very rabid porcupine in our office someone should come pick it up
161,8,10,Dwight, Come down right away
162,8,10,Jim, Uh I dont know let me ask  Uh were you quilled
163,8,10,Dwight, Yes I was quilled
164,8,10,Jim, And whats its name
165,8,10,Dwight, Henrietta
166,8,10,Jim, Oops 
167,8,10,Andy, What Alright get her out of here Dwight
168,8,10,Erin, Hey guys I just wanted to say Come here Im so happy you guys are together OK  And you both have such beautiful hair
169,8,10,Jessica,  Thank you
170,8,10,Erin, I hope you guys get marriedand who knows Maybe at the wedding I meet someone
171,8,10,Andy, OK
172,8,10,Erin, And later on tonight I hope I see you guys kiss  Ah  OK well Im gonna go do another reverse spit Thats how the cool kids say get a drink 
173,8,10,Jessica, Thats uh thats the girl you dated
174,8,10,Andy, Um yeah shes not always like that Its um
175,8,10,Jessica, No she she seems fine
176,8,10,Andy, Yeah uh excuse me
177,8,10,Jessica, OK
178,8,10,Andy, Yep  Hey
179,8,10,Erin, Hey
180,8,10,Andy, Have you had anything to eat besides candy canes
181,8,10,Erin, Every martini has an olive
182,8,10,Andy, OKmaybe I should make you some oatmeal or something
183,8,10,Kevin, I dont wanna put you out but if someones making oatmeal Ill take a apple cinnamon and a maple brown sugar in one bowl with whole milk
184,8,10,Erin, Hey I never told you my Christmas wish
185,8,10,Andy, Ah OK
186,8,10,Erin, Its about you
187,8,10,Andy, Thats not what it should be it should just be like a trinket or something
188,8,10,Erin,  Its that I wish Jessica was dead
189,8,10,Andy, You you wait You mean you wish she wasnt here or something
190,8,10,Erin, I wish she was in a graveyard Under the groundwith worms coming out of her mouth
191,8,10,Andy, Hey you know you cant say that OK Thats my girlfriend that youre talking about You and I are not together anymore You need to get over it Take your wish back
192,8,10,Erin, Too late Its already been wished And you promised it would come true You wrote it in an email So which one are you A mrderr or a liar 
193,8,10,Kevin, Hey
194,8,10,Erin, Hey
195,8,10,Kevin, So there was talk of oatmeal
196,8,10,Phyllis, You know dont listen to what anyone is saying You look like a a princess
197,8,10,Val, Yeah Thanks
198,8,10,Andy, I swear
199,8,10,Jessica, Did you not
200,8,10,Andy, I was too embarrassed 
201,8,10,Jim, Hey guys sorry to interrupt I uh just found this on my desk  Need to talk to somebody about it Can you believe that
202,8,10,Phyllis, Is that Cici
203,8,10,Jim, Yes It is
204,8,10,Andy, Um
205,8,10,Phyllis, Thats awful
206,8,10,Andy, Cici is Jims daughter
207,8,10,Jessica, Oh my god How could somebody do that
208,8,10,Jim, I know I mean the way I see it is you can deface any picture of me any one pick one Not my kid though
209,8,10,Oscar, Who did this Who did this Do you know who did this
210,8,10,Jim, I dont
211,8,10,Andy, I know who did thisDwight
212,8,10,Phyllis, Dwight
213,8,10,Jim, Yeah
214,8,10,Andy, Dwight
215,8,10,Oscar, No
216,8,10,Phyllis, He should pay
217,8,10,Andy, Yeah He is gonna pay This is fireable
218,8,10,Jim, OK
219,8,10,Andy, Its I mean
220,8,10,Jim, Let me just see that one more time Yep you know what I know who my friends are now But I shouldnt have got you involved because the truth is I dont even really care about this picture its a little out of focus It was probably an accident right Like
221,8,10,Oscar, Thats no accident
222,8,10,Jim, Right Youre right So maybe it was me who did itby accident
223,8,10,Phyllis, What
224,8,10,Oscar, What
225,8,10,Jim, Ill figure it out get to the bottom of itMerry merry
226,8,10,Dwight, Enough of this garbage  This is Christmas  Hiyah  Yeah Christmas
227,8,10,Jim, You alright Santa
228,8,10,Andy, You know those movies where two friends are sleeping together and its like hey can they stay friends
229,8,10,Jim, Yes
230,8,10,Andy, Do you think two friends who are not sleeping together can stay friends
231,8,10,Jim, Two friends who are not sleeping together can they remain friends Yes yeah
232,8,10,Andy, NoI dont hmm I dont know
233,8,10,Jim, OK
234,8,10,Andy, By the way Im not gonna mess with you and Dwights bonuses I think its causing more problems So just be yourselves have fun and try not to let it affect your work
235,8,10,Jim, Alright I will definitely do that
236,8,10,Andy, Alright Ill tell Dwight
237,8,10,Jim, You know what Youre sitting and thinking and its probably better if it comes from me anyway
238,8,10,Andy, Christmas miracles do happen
239,8,10,Jim, Yes They totally do
240,8,10,Ryan, You cant click on these Kardashian links thats why you have so many viruses
241,8,10,Kelly, Well help me OK Just uh take
242,8,10,Ryan, Im trying but you need to
243,8,10,Erin, Hey
244,8,10,Kelly, Yo
245,8,10,Erin, Game on
246,8,10,Kelly, On it
247,8,10,Jessica,  I dont know what I was thinking it was awful
248,8,10,Kelly, Jessica did you just fart 
249,8,10,Kelly, And that is how its done
250,8,10,Erin, I would like another alcohol
251,8,10,Robert, Lets you and I take a walk Oscar youre in charge of the bar
252,8,10,Oscar, What I havent bar tended in forever Oh never considered myself a mixologist oh this is daunting Um I need a mortar pestle muddlerdoes anyone have any chocolate shavings
253,8,10,Robert, Your heart is broken So is mine
254,8,10,Erin, And
255,8,10,Robert, And what
256,8,10,Erin, And you have any advice or anything
257,8,10,Robert, No  my god
258,8,10,Erin, Help me feel better
259,8,10,Robert, Ive been married thrice and each has ended in an acrimonious divorce Im not sure Im the best person to give love adviceI was hoping you were gonna make me feel better
260,8,10,Nate, When you do your makeup
261,8,10,Jessica, Uh huh
262,8,10,Nate, How long you does it take usually Cause
263,8,10,Jessica, Um it ta um it depends
264,8,10,Toby, Chad Flendermens kryptonite 
265,8,10,Creed, Whoa We got a real Clarence Thomas here
266,8,10,Darryl, Hi
267,8,10,Jessica, Ill see you at home
268,8,10,Andy, OK great
269,8,10,Jessica, OK
270,8,10,Andy, Perfect
271,8,10,Jessica, Bye I still dont get why you cant just call her a cab and pay for it
272,8,10,Andy, I would it just that wasnt the holiday wish
273,8,10,Jessica, Oh
274,8,10,Meredith, Either he drives or I drive Now Im drunk and mad
275,8,10,Jessica, OK  Bye
276,8,10,Andy, OK bye  Alright Meredith
277,8,10,Meredith, Thank you Santa
278,8,10,Andy, You bet
279,8,10,Andy, Thank god Erins getting a ride home with Robert because she is trashed  and who better to drive her home than Robert I mean what a stand up guy you know I mean hes going through a lot separating from his wife showing up to the Christmas party in a track suit and a blazer
280,8,10,Andy, Lets go lets go
281,8,10,Meredith, I know Im coming Im coming Im coming Im coming Im coming
282,8,10,Andy, Hang on
283,8,10,Meredith, Alright 
284,8,10,Andy, What
285,8,10,Meredith, Whoa My stuff
286,8,10,Andy, What is all that
287,8,10,Meredith, Its my valuables
288,8,10,Andy, Its junk
289,8,10,Meredith, This is my treasures no theyre my treasures
290,8,10,Andy, Youre a hoarder My god
291,8,10,Meredith, No Im not Im gonna sell it on Ebay No no no you be careful Be careful
292,8,10,Andy, Ah My Santa suits stuck
293,8,10,Dwight,  What are we gonna do with all that bonus money Henrietta Huh
294,8,10,Meredith, Where are we This aint my street
295,8,10,Andy, Sh sh sh sh shh
296,8,10,Meredith, Ah this is the posh part of town huh
297,8,10,Andy, Oh my god
298,8,10,Meredith, Wonder what a studio condo would cost in this neighborhood
299,8,10,Andy, Meredith shut your drunk hole right now
300,8,10,Robert, Erin it was great fun tonight Take a few aspirin and a whole lot of water sleep in in the morning
301,8,10,Erin, Thank you goodnight
302,8,10,Meredith, What are you smiling for You thinkin what Im thinkin
303,8,10,Andy, Im sure I am not Lets get you home
304,8,10,Meredith, Ow Take it easy
305,8,10,Andy, Whoo
306,8,10,Dwight,  Ah man Ah fell asleep took a nap Hey guys ah I feel refreshed now Hows it goin
307,8,10,Oscar, Dwight
308,8,10,Dwight, Took a little nap right next to Jims desk I feel so good right now Mmm cookies Whats everyone staring at
309,8,10,Jim, Oh man I was supposed to tell Dwight somethingCmon Jim  I got nothin
0,8,11,Kevin, Oh yeah
1,8,11,All, Aw
2,8,11,Dwight, Knew it I knew it Soon as I heard that wrapper
3,8,11,Oscar, You really have to say oh yeah every time you eat a candy bar
4,8,11,Kevin, I cant help it Oscar Its just really good  Oh yeah
5,8,11,Jim, All right not bad at all I think we can beat 20 minutes though so lets try again Get it all out now if you have to
6,8,11,Andy, It was a raccoon Eating a hamburger like a person
7,8,11,Dwight, You need to stop banging your pen on your desk or its going to drive me insane
8,8,11,Jim, Okay done
9,8,11,Erin,  Does anyone have a first aid kit
10,8,11,Darryl, Ima love you downstairs tonight 
11,8,11,Jim, All right here we go Everybody get read in three two good luck one
12,8,11,Andy,  Love letters yes I love it What else can be done with paper
13,8,11,Jim, You can write a book about chairs
14,8,11,Andy, Books Excellent Jim
15,8,11,Oscar, Andy please Please just stop You can do infinite things with paper
16,8,11,Andy,  Shh Did you hear that Infinity There is an infinity of things that you can do with paper Now who wants to buy some paper 
17,8,11,Jim, Very nice Very nice sales pitch for our clients that dont know what paper is
18,8,11,Andy, Im talking about you guys Who in this room right now wants to buy some paper Lets get high on our own supply
19,8,11,Angela, Andy you want us to buy our own paper
20,8,11,Andy, Yes
21,8,11,Andy, Robert said that we needed to double our sales growth to eight percent by the end of the quarter Thats today And were eight hundred and thirty dollars short And I cant afford to keep buying paper from us So today we need to sell eight hundred and thirty dollars of paper and the next quarter I need to sell the twentytwo hundred dollars of paper thats in my garage
22,8,11,Dwight, Animals machines vast virtual armies All of these things I have successfully managed The only thing I havent managed is people I saw an ad on the Sabre website for an open manager position in their printers division I spoke to Robert California about it and he said for me to come by and see him sometime So like a Spanish conquistador I have come to Florida to claim what is rightfully mine
23,8,11,Dwight, Dwight Schrute for Robert California
24,8,11,Receptionist, Oh hello Mr Schrute Ill tell him youre here Can I get you anything at all
25,8,11,Dwight, Im not here to be given anything Im here to take what is mine
26,8,11,Receptionist, Ooh Im glad youre on our team Here please have a seat
27,8,11,Gabe, Dwight What are you doing here
28,8,11,Dwight, Gabe You dont know
29,8,11,Gabe, Course I know
30,8,11,Dwight, Hmm Impressive office you have here Surrounded by shrubbery like a squirrels office
31,8,11,Gabe, Corporate says to me Gabe we need you in Scranton Scranton says Gabe go back down to Florida Youre needed there So Tuesdays and Thursdays Im up there Mondays Wednesdays and Fridays Im down here I can think of no better way to confront my deathly fear of flying
32,8,11,Robert, Dwight
33,8,11,Dwight, Robert
34,8,11,Robert, You made it
35,8,11,Dwight, Yes
36,8,11,Robert, Impressive initiative I dont know whats worse the trip or the destination  Well uh let me settle in and Ill be with you shortly
37,8,11,Dwight, Very good
38,8,11,Andy, Hey Cspan So my dad says an accountant can really help you out if theyre willing to play ball Those were his words
39,8,11,Oscar, Gosh Andy you had a great quarter Okay Robert will understand Eight hundred dollars is a rounding error
40,8,11,Andy, So make that error
41,8,11,Oscar, Andy no
42,8,11,Kevin, Hey I can make that error
43,8,11,Oscar,  Aw
44,8,11,Andy, Well its just I know that making errors sounds like your kind of thing but its a little more complicated than that
45,8,11,Kevin, No I
46,8,11,Andy, Its just I really need a real accountant on this  What do you say
47,8,11,Oscar, Im leaving early today because tonight I have a trivia contest in Philadelphia
48,8,11,Andy, Oh
49,8,11,Oscar, Any other crunch time I would love to stay in cook the books for you so you can save face in front of your CEO but tonight is Triviocalypse
50,8,11,Andy, What
51,8,11,Oscar, Its only the biggest night of trivia of the year Theres a thousand dollar prize Im committed to my friends theyre committed to me
52,8,11,Andy, You know what Go Have fun
53,8,11,Andy, Theres a trivia contest at a bar in Philadelphia
54,8,11,Jim, Stop right there I love it
55,8,11,Darryl, Im in
56,8,11,Andy, I didnt even say what it is
57,8,11,Darryl, Its trivia
58,8,11,Jim, In Philadelphia
59,8,11,Andy, But heres the best part The prize is a thousand dollars and if we win we can use that money to buy paper here close the gap on our eight percent profit increase
60,8,11,Jim, Thats a great idea
61,8,11,Darryl, Thats a great plan
62,8,11,Andy, Yeah You like it
63,8,11,Jim, Yeah
64,8,11,Andy, All right
65,8,11,Jim, All right good stuff
66,8,11,Andy, Im so psyched you guys are into it because I thought I was like this sounds really stupid
67,8,11,Darryl, You just made a good idea a great idea
68,8,11,Andy, There is one problem with this plan
69,8,11,Darryl, What
70,8,11,Andy, Wed have to leave work like right now to do this
71,8,11,Gabe,  You can reduce your prices by ten percent or were going to be finding a new source for our morning bagels All right 
72,8,11,Dwight, Gabe I always wondered what it is you did around here Now I found out Youre the bagel guy
73,8,11,Gabe, Whats the most important appliance in your house
74,8,11,Dwight, Meat grinder
75,8,11,Gabe,  Too slow Its the toilet And I am the toilet of this office I flush away annoying problems so others can keep their hands clean And just like a toilet I am essential
76,8,11,Dwight, You know Gabe You could have gone with garbage disposal incinerator or eraser and instead you chose toilet God bless you Youre an American classic
77,8,11,Robert, Dwight Today is not my day at all Im afraid Im not going to be able to meet with you but Im leaving you in the very capable hands of our COO
78,8,11,Dwight, But I can give you this pitch in one minute
79,8,11,Robert, No hes going to meet with you later No no no I dont want you to rush it okay Trust me Meet with Bill Hes a great person to know Ill dialogue with him tonight 
80,8,11,Gabe, CEO to COO What a difference a letter makes
81,8,11,Dwight, Still an important position Still a chief
82,8,11,Gabe, Youre really going to like Bill He uh he has me toilet a lot of people for him  Hallway phone Gabe Lewis speaking
83,8,11,Robert, Gabe listen to me Dont bother Bill with this He has to go put out a fire on the home front Just wait twenty minutes and then I want you to listen to Dwights pitch Make him feel valued Make him feel heard
84,8,11,Gabe, Your wish is my command
85,8,11,Robert, Its a command
86,8,11,Oscar, I dont believe this What are you doing here Andy
87,8,11,Andy, You left us no choice but this should put a smile on your face How would you like to be captain of the DunderMifflin team Although I reserve the right to overrule you
88,8,11,Oscar, What No
89,8,11,Andy, Ive got a quota to hit I dont care how I hit it
90,8,11,Oscar, And you guys thought this was a good idea
91,8,11,Jim, I thought it was a fun idea
92,8,11,Darryl, There were times on the two and a half hour drive when I experienced doubt Thats the thing about long drives you know youre always going to this is a gay bar
93,8,11,Andy, Wait what Everyone in here is gay
94,8,11,Oscar, Yes Its a gay bar So you guys want to go home now
95,8,11,All, No Nah
96,8,11,Oscar, What does this say about you That you followed me here That you think youre going to win your sales quota At a gay bars trivia night 
97,8,11,Andy, It says that I believe that my staffs intelligence and that Im willing to try anything  Not anything
98,8,11,Oscar, Good luck
99,8,11,Andy, Uh all right We need to divide up into teams but its winnertakeall so no need to divide evenly We need an Ateam a backup team and a justhavefun team So you guys all know yourselves
100,8,11,Meredith, Goodtimers follow me
101,8,11,Phyllis, Backups 
102,8,11,Stanley, Go on kid You know you dont belong here
103,8,11,Andy, Ateam
104,8,11,Jim, Okay
105,8,11,Andy, All right everybody Nice selfawareness Except 
106,8,11,Kevin, Okay 
107,8,11,Jim, Theres a table over here
108,8,11,Host, Ray Charles famously had this state on his mind What is its capital
109,8,11,Andy, Oh we got this
110,8,11,Creed, Lets reverse engineer this Youre a black singer Where do you go Somewhere where youre a novelty Alaska
111,8,11,Stanley, Atlanta
112,8,11,Phyllis, Oh I know you think that because thats where the Olympics were held
113,8,11,Cathy, My cousins were actually at those Olympics
114,8,11,Stanley, Keep talking all you want
115,8,11,Kevin, How am I supposed to know what was on his mind Ooh what do blind people think about
116,8,11,Erin, Okay dogs canes signs manholes stairs piano darkness
117,8,11,Host, Okay times up Lets get the boards up Atlanta Georgia is the correct answer 
118,8,11,Gabe, Hey man uh look Unfortunately Bill had to go fight a fire so your appointment got
119,8,11,Dwight,  Theres no fires within eight miles of here
120,8,11,Gabe, Well its nine miles away Im going to be meeting with you on his behalf
121,8,11,Dwight, What No no Excuse me Lady Get anyone from the COOs office on the phone this instant
122,8,11,Receptionist, This must be very frustrating
123,8,11,Gabe, I can see you in the jungle now
124,8,11,Host, Okay now youre not an allstar of the NBA but you did get your game on when you won the NBAs Sixth Man of the Year award in 2011 Who are you
125,8,11,Andy, Jim Darryl Your time to shine
126,8,11,Jim, Shawn Marion
127,8,11,Darryl, Yes Shawn Marion
128,8,11,Ryan, That doesnt sound right I want to say LaDameon Washington
129,8,11,Jim, Wrong for so many reasons
130,8,11,Phyllis, Well I know Elizabeth Taylors sixth man was Richard Burton Is that helpful
131,8,11,Stanley, Thats it Im going to go watch the boats on the river
132,8,11,Kevin, Ron Artest Kelly
133,8,11,Kelly, No its Lamar Odom If itd been Ron Artest it would have come up in Dancing with the Stars when they pan over his trophy case when hes at home with his family Lamar winning Sixth Man was a big storyline on Chloe and Lamar
134,8,11,Host, All right boards up Lets see who got it Lamar Odom is what we were looking for Lamar Odom Thank you 
135,8,11,Jim, Oh my God Lamar Odom yes
136,8,11,Kevin, Nicely done
137,8,11,Andy, Youre my sports guys Youre ESPN youre ESPN Classic Ryan is MSNBC Im E TLC and Oxygen
138,8,11,Darryl, Chill man This plan is airtight
139,8,11,Dwight, So its a very simple argument of why I should be put in charge of southeast printer sales Nobody has sold more printers in the northeast than me Bottom line I know the product I get it
140,8,11,Receptionist, Well you got my vote
141,8,11,Dwight, Oh my God
142,8,11,Gabe, I know
143,8,11,Dwight, Most of all I believe that character is destiny And my character is one that wait why are you smiling
144,8,11,Gabe, What
145,8,11,Dwight, Whats with the smile
146,8,11,Gabe, Youre doing great You know so good
147,8,11,Dwight, And my character is one that will never give up until greatness is on the horizon behind us
148,8,11,Gabe, Dwight that was a fantastic presentation Put your hand on my hand Flush  Ow
149,8,11,Dwight, Take me to Robert
150,8,11,Gabe, Ow He went home
151,8,11,Dwight, Take me to his house
152,8,11,Gabe, Uh its a condo and its longterm business housing
153,8,11,Dwight, You know where it is Lead me there
154,8,11,Gabe, Ow Ow Stephanie help
155,8,11,Dwight, Listen youre a perfectly fine toilet Im just an extraordinary piece of crap Lets go
156,8,11,Host, Excuse me sir on the DunderMifflin Ateam Excuse me sir
157,8,11,Ryan, Yeah
158,8,11,Host, Im sure youre just checking your Grindr account  but you cant check smart phones during trivia its against the rules
159,8,11,Ryan, Okay Im turning it off
160,8,11,Host, Okay youre not turning it off
161,8,11,Ryan, I wont look at it
162,8,11,Host, Sir
163,8,11,Ryan, I cant I cant not touch it
164,8,11,Host, Okay then were going to have to take it away  Thank you
165,8,11,Ryan, Look I cant I cant not have my phone Im sorry I want to be with my phone 
166,8,11,Host, All right guys After nine rounds lets check the scores In first place with nine points its Aesops Foibles  The Queerenstein Bears have seven points  DunderMifflin ATeam has four points
167,8,11,Jim,  All right
168,8,11,Host, DM Backup Team has three points The Einsteins have eight points  Ladies Gaga have five points 
169,8,11,Andy, So the best chance of hitting our mark is now in the hands and brains of Kevin Meredith Erin and Kelly Do I like these odds My answer is no
170,8,11,Dwight, Which one is it
171,8,11,Gabe, I dont know All I know is the building
172,8,11,Dwight, Robert Robert California Robert
173,8,11,Robert, Dwight How nice of Gabe to show you where I live Come around 102
174,8,11,Host, All right guys times up Who was the relatively unknown patent clerk who discovered that energy equals mass times the speed of light squared Looks like everyone gets a point for Albert Einstein Oh wait Except for the Einsteins Thats all right Which means the top three teams are going to finish it off in the speed round So lets get everyone some bells In third place we have the Einsteins
175,8,11,Kevin, Oh yeah
176,8,11,Kelly, What 
177,8,11,Host, In second place we have the Queerenstein Bears
178,8,11,Queerenstein Bears, Whoo Lets go
179,8,11,Host, And in first place is Aesops Foibles
180,8,11,Oscar's friend, Whoo
181,8,11,Darryl, Yeah were going to get clobbered
182,8,11,Host, This man had a fatwa declared on him when  Einsteins
183,8,11,Meredith, What
184,8,11,Erin, What is it
185,8,11,Meredith, What
186,8,11,Erin, I did my part babe Im just the bell girl 
187,8,11,Host, Aesops
188,8,11,Oscar, Salman Rushdie
189,8,11,Host, Salman Rushdie is correct  Heading out to sea sailors On a squarerigged ship the sale set furthest forward is called what 
190,8,11,Meredith, Princess DingDong do not hit that bell unless
191,8,11,Erin, Flying jib
192,8,11,Host, Flying jib is correct for the Einsteins 
193,8,11,Robert, Shalom  Give us just a minute Stu and I are just finishing up our lesson Trust me One nineminute bout is a cardiovascular equivalent of running uphill for three hours  I could go to the gym three times a week or I can wrestle Stu once a month 
194,8,11,Stu, Grab my knee
195,8,11,Gabe, Yay Robert
196,8,11,Robert, Guys please help yourself to some drinks from the fridge
197,8,11,Host, According to a recent survey this is the most common learning disability among American adolescents
198,8,11,Oscar's friend,  Boom ADHD
199,8,11,Host, No 
200,8,11,Meredith, Wrong The answer is dyslexia
201,8,11,Host, Thats correct for the Einsteins 
202,8,11,Andy,  Whoo Yeah
203,8,11,Host, Sir
204,8,11,Andy, Go Einsteins
205,8,11,Host, Dial it back this isnt Tail Feathers okay 
206,8,11,Robert, They havent really improved on the Oreo have they
207,8,11,Dwight, No thank you
208,8,11,Robert, Sit down Dwight
209,8,11,Dwight, A manager a salesman a leader and a warrior walk into a restaurant The hostess says table for one How is this possible
210,8,11,Robert, You were dining alone All those people are you
211,8,11,Dwight, Who is going
212,8,11,Robert, Its wet its filled with mold strange insects alligators Alligators are dinosaurs Dwight You know that right
213,8,11,Dwight, N its complicated
214,8,11,Robert,  This medal was my grandfathers He received it for acts of courage For excellence Its a tribute one man gives another I could give you a job Dwight Why not let me give you something even better 
215,8,11,Dwight, Its a job interview not a flea market
216,8,11,Robert, Dwight the job is not right for you Now when something comes along that is right for you Ill try you out Now get the hell out of my place
217,8,11,Dwight, Yes
218,8,11,Host, Final round Last two teams squaring off I hope youre ready to play doctor Our question is about health and the human body
219,8,11,Andy, Oh come on
220,8,11,Host, The standard American analog scale has a maximum capacity of what weight 
221,8,11,Kevin, Three hundred pounds
222,8,11,Host, This 2001 masterpiece from Gilles PaquetBrenner explores the intricate dynamics of a family in disarray
223,8,11,Oscar,  Le titre du film est Le Scaphandre et le Papillon
224,8,11,Oscar's friend, Yes
225,8,11,Host, Im sorry no Over to the Einsteins
226,8,11,Kevin,  Les Jolies Choses
227,8,11,Meredith, Are you sure
228,8,11,Kevin, Marie Cotillard exposes herself a number of times in that film
229,8,11,Host, The Einsteins win it 
230,8,11,Oscar, No Come on
231,8,11,Kevin, a fluke is one of the most common fish in the sea So if you go fishing for a fluke chances are you just might catch one
